Adjustment Type,Asset ID,Asset Title,Asset Labels,Asset Channel ID,Asset Type,Custom ID,ISRC,UPC,GRid,Artist,Album,Label,Administer Publish Rights,Owned Views,YouTube Revenue Split : Auction,YouTube Revenue Split : Reserved,YouTube Revenue Split : Partner Sold YouTube Served,YouTube Revenue Split : Partner Sold Partner Served,YouTube Revenue Split,Partner Revenue : Auction,Partner Revenue : Reserved,Partner Revenue : Partner Sold YouTube Served,Partner Revenue : Partner Sold Partner Served,Partner Revenue
None,A615105854609540,Miss Molly,,,Sound Recording,,ARG991027376,,,Flash 5,Creedence Clearwater Revival Greatest Hits,Magenta Discos,no,118118,15.048692,0,0,0,15.048692,6.045386,0,0,0,6.045386
None,A895774416242244,Algún día Nunca Llega,,,Sound Recording,,ARG991027379,,,Flash 5,Creedence Clearwater Revival Greatest Hits,Magenta Discos,no,118036,15.048666,0,0,0,15.048666,6.045376,0,0,0,6.045376
None,A195045971857760,Nacido en Bayon,,,Sound Recording,,ARG991027375,,,Flash 5,Creedence Clearwater Revival Greatest Hits,Magenta Discos,no,122500,15.048637,0,0,0,15.048637,6.045364,0,0,0,6.045364
None,A235057669079626,A Lo Lejos Puedo Ver la Luz,,,Sound Recording,,ARG991027378,,,Flash 5,Creedence Clearwater Revival Greatest Hits,Magenta Discos,no,122336,15.048637,0,0,0,15.048637,6.045364,0,0,0,6.045364
None,A733881542190776,Jambalaya,,,Sound Recording,,ARG991027381,,,Flash 5,Creedence Clearwater Revival Greatest Hits,Magenta Discos,no,122378,15.048637,0,0,0,15.048637,6.045364,0,0,0,6.045364
None,A827362106968799,No Mires Ahora,,,Sound Recording,,ARG991027380,,,Flash 5,Creedence Clearwater Revival Greatest Hits,Magenta Discos,no,122354,15.048637,0,0,0,15.048637,6.045364,0,0,0,6.045364
None,A867981973574258,Quien Parara la Lluvia,,,Sound Recording,,ARG991027377,,,Flash 5,Creedence Clearwater Revival Greatest Hits,Magenta Discos,no,118071,15.048637,0,0,0,15.048637,6.045364,0,0,0,6.045364
None,A110580555934606,A chillar a otra parte (Pistero Remix),,,Sound Recording,Pistero,,,,"El Tecla,Emus DJ",A chillar a otra parte (Pistero Remix),Magenta,no,21952,15.056633,0,0,0,15.056633,6.026709,0,0,0,6.026709
None,A391912184426820,Jugaremos muevete luz verde (El Juego del Calamar),,,Sound Recording,196292857870_ARG991034585,ARG991034585,196292857870,,El Jarra,Jugaremos muevete luz verde (El Juego del Calamar),El Jarra,no,14629,13.733325,0,0,0,13.733325,5.495374,0,0,0,5.495374
None,A204534361877196,Daniel Cardozo te vas a arrepentir,,UChpFxnsr_t8vAqkmS9QcxSw,Music Video,OpMu21CPw7k,,,,Los Charros,,,no,17425,11.407484,0,0,0,11.407484,5.136308,0,0,0,5.136308
None,A765798929564495,Popurri de Canciones,,,Sound Recording,ARG991033207,ARG991033207,,,Topo Gigio,Topo Gigio,Magenta,no,17824,10.642878,0,0,0,10.642878,4.258913,0,0,0,4.258913
None,A907429169129956,Loco Corazón,,,Sound Recording,195497420841_ARG991031854_32427093,,195497420841,,,,,no,44740,10.340799,0,0,0,10.340799,4.143639,0,0,0,4.143639
None,A924425889819099,Aunque sea en otra vida (En Vivo),,,Sound Recording,196626166173_ARG991034954,ARG991034954,196626166173,,Dalila,Mi Vida (En Vivo),Magenta,no,11858,9.306809,0,0,0,9.306809,3.725102,0,0,0,3.725102
None,A222503663058978,El Amor de Tu Vida / Necesito una Droga (En Vivo),,,Sound Recording,196626175168_ARG991034927_36041696,,196626175168,,,,,no,11568,8.977427,0.109032,0,0,9.086459,3.593178,0.043624,0,0,3.636802
None,A885030582180851,Voy a enloquecer,,,Sound Recording,196626310644_ARG991034971,ARG991034971,196626310644,,La Nueva Luna,Ineditos,La Nueva Luna,no,12486,8.613922,0,0,0,8.613922,3.447762,0,0,0,3.447762
None,A674084738177294,Ingrata,,,Sound Recording,192562751725_ARG991026183_28067796,,192562751725,,,,,no,11087,8.227494,0,0,0,8.227494,3.292925,0,0,0,3.292925
None,A350520141226642,Los Abuelitos,,,Sound Recording,ARG991033208,ARG991033208,,,Topo Gigio,Topo Gigio,Magenta,no,19183,7.743204,0,0,0,7.743204,3.099275,0,0,0,3.099275
None,A211422013049103,Sigo Enamorado,,UCfDjDGY1chxXYrKYOEgx0bA,Art Track,,ARG991034997,196626300294,,Siete Lunas,,Magenta,no,9614,6.181466,0,0,0,6.181466,2.783285,0,0,0,2.783285
None,A762735320272716,Me Estás Matando,,,Sound Recording,,QM3DF2188460,1963620454181,,Sin Miedo,Fabian y Los Dora2: Sin Miedo Sessions #18,Sin Miedo,no,48623,5.902315,0,0,0,5.902315,2.368058,0,0,0,2.368058
None,A258920580510346,El Tecla ft Emus Dj ft Nico Vallorani - 🔥 A chillar a otra parte REMIX 2022 🔥 │ Video Clip,,UCx1wKKjyMu8LkYL-OITUqzA,Music Video,JmItvjXXNnE,,,,El Tecla,,,no,48195,22.745813,0,0,0,22.745813,2.350697,0,0,0,2.350697
None,A117410074747547,Jugaremos muevete luz verde (El Juego del Calamar),,UCwZJvlCZUL0s5uu5LZp2u3A,Art Track,,ARG991034585,196292857870,,El Jarra,,El Jarra,no,10371,5.012364,0,0,0,5.012364,2.256496,0,0,0,2.256496
None,A723383833461374,Mujer Cósmica,,,Sound Recording,195497420841_ARG991031856_32427103,,195497420841,,,,,no,36243,5.393413,0,0,0,5.393413,2.163362,0,0,0,2.163362
None,A829337425829765,Conmigo no,,UC1EXSNPlRzRFdBhnmxco2ug,Art Track,,ARG991034991,196626355034,,El tecla ft Supermerk2,,Magenta,no,15560,4.624623,0,0,0,4.624623,2.083205,0,0,0,2.083205
None,A700903099540691,Los Charros sus mejores exitos para ver y escuchar,,UChpFxnsr_t8vAqkmS9QcxSw,Music Video,ojkZA_oYfw8,,,,Los Charros,,,no,1624,3.883085,0,0,0,3.883085,1.747968,0,0,0,1.747968
None,A994217192266989,El Galpon,,UCsi4fWGSvAU2ePuq4HWPaeQ,Art Track,,ARG991034967,196626310644,,La Nueva Luna,,La Nueva Luna,no,6152,3.723369,0,0,0,3.723369,1.67694,0,0,0,1.67694
None,A623024733041535,Extraños en la noche,,,Sound Recording,196626369376_ARG991035047,ARG991035047,196626369376,,Topo Gigio,Topo Gigio,Magenta,no,8363,3.727414,0,0,0,3.727414,1.491625,0,0,0,1.491625
None,A405220651257137,Ok Fred,,,Sound Recording,887845611543_ARG991015834_7245966,,887845611543,,,,,no,553,3.65295,0,0,0,3.65295,1.461259,0,0,0,1.461259
None,A821516289553649,"El Tecla, Azaky - Te Olvidaré (Drawvideo)",,UCx1wKKjyMu8LkYL-OITUqzA,Music Video,rMbmeenJvXU,,,,El Tecla,,,no,17577,3.069555,0,0,0,3.069555,1.234279,0,0,0,1.234279
None,A645344619142019,Pobre Corazon,,,Sound Recording,192562751725_ARG991026188_28067892,,192562751725,,,,,no,4353,3.037293,0,0,0,3.037293,1.21567,0,0,0,1.21567
None,A364680625980838,Como te lo digo / Tonta (Live Session),,UCAM-Qc5GU3H3P_94LGSmJ-Q,Art Track,,ARG991035024,196626307767,,Commanche,,Magenta,no,8775,2.605946,0,0,0,2.605946,1.173859,0,0,0,1.173859
None,A731240801380647,El Tecla ft Emus Dj ft Nico Vallorani - 🔥 Ella ya me olvido REMIX 2022 🔥 │ Video Clip,,UCx1wKKjyMu8LkYL-OITUqzA,Music Video,196626126528_ARG991034926,ARG991034926,196626126528,,El Tecla,,Magenta,no,31022,19.740793,0,0,0,19.740793,1.145523,0,0,0,1.145523
None,A560435014549620,Basta de cuernos,,UCdpdfx79wGAvMPOqqGGTYRQ,Art Track,,ARG991035079,196626407795,,La Fiesta,,Magenta,no,5918,2.539949,0,0,0,2.539949,1.143998,0,0,0,1.143998
None,A702723350411446,MIX 2,,UCkYO_0UQNfMkz_aY-g-M6Bg,Music Video,TgJnVc8Ml4w,,,,Repiola,,Magenta Discos,no,2264,2.434937,0,0,0,2.434937,1.096232,0,0,0,1.096232
None,A666365646942056,Costañera,,,Sound Recording,195497420841_ARG991031860_32427111,,195497420841,,,,,no,25919,2.696878,0,0,0,2.696878,1.083305,0,0,0,1.083305
None,A110059344631873,La inconforme,,UCm1gJTIcahM_ph2jK1dTTNQ,Art Track,,ARG991035022,196626287021,,Supermerk2,,Magenta,no,3823,2.357544,0,0,0,2.357544,1.061481,0,0,0,1.061481
None,A201813104834479,Como Hare,,,Sound Recording,888002733948_ARG991016347_13243624,,888002733948,,,,,no,4597,2.651951,0,0,0,2.651951,1.061113,0,0,0,1.061113
None,A173732714625150,Exótica,,,Sound Recording,195497420841_ARG991031859_32427109,,195497420841,,,,,no,28185,2.55928,0,0,0,2.55928,1.027396,0,0,0,1.027396
None,A206988865909255,Que será de ti (En Vivo),,,Sound Recording,196626166173_ARG991034953,ARG991034953,196626166173,,Dalila,Mi Vida (En Vivo),Magenta,no,2876,2.565808,0,0,0,2.565808,1.026985,0,0,0,1.026985
None,A342716735383397,Cantando con los numeros,,,Sound Recording,196292882810_ARG991033205,ARG991033205,196292882810,,Topo Gigio,La Fiesta del Topo Gigio,Magenta,no,17286,2.459956,0,0,0,2.459956,0.985022,0,0,0,0.985022
None,A594098218406773,Besos Mojados / Una noche de dos / Yo no voy a llorar,,,Sound Recording,196626245588_ARG991034963,ARG991034963,196626245588,,Marito,Besos Mojados / Una noche de dos / Yo no voy a llorar,Magenta,no,7541,2.431848,0,0,0,2.431848,0.973798,0,0,0,0.973798
None,A835071856772963,Atrevete,,,Sound Recording,196626289452_ARG991034994,ARG991034994,196626289452,,Siete Lunas,Atrevete,Magenta,no,15626,2.384313,0,0,0,2.384313,0.955783,0,0,0,0.955783
None,A349404036751249,Que Calor,,,Sound Recording,191018223397_ARG991022134_24242902,,191018223397,,,,,no,4137,2.332442,0,0,0,2.332442,0.933409,0,0,0,0.933409
None,A515928026826626,Y Ahora Te Vas (En Vivo),,,Sound Recording,196006513184_ARG991033046_34714103,,196006513184,,,,,no,31302,2.219303,0,0,0,2.219303,0.890717,0,0,0,0.890717
None,A240381460535712,El Tecla - Todo esta en vos │ Video Lyric 2022,,UCx1wKKjyMu8LkYL-OITUqzA,Web,oMDZvQ9qGUI,,,,,,,no,1473,1.59929,0,0,0,1.59929,0.880057,0,0,0,0.880057
None,A695699547809193,Repiola en vivo todos sus exitos,,UCkYO_0UQNfMkz_aY-g-M6Bg,Music Video,QMfRlV0xq74,,,,Repiola,,Magenta,no,867,1.937259,0,0,0,1.937259,0.872013,0,0,0,0.872013
None,A202882802821661,Cuento Corderitos,,,Sound Recording,ARG991033195,ARG991033195,,,Topo Gigio,Topo Gigio,Magenta,no,45969,2.133224,0,0,0,2.133224,0.857071,0,0,0,0.857071
None,A536893807725987,La Magia del Deseo,,UCsi4fWGSvAU2ePuq4HWPaeQ,Art Track,,ARG991034968,196626310644,,La Nueva Luna,,La Nueva Luna,no,3819,1.856021,0,0,0,1.856021,0.83573,0,0,0,0.83573
None,A613650952659357,Siento Que Te Quiero,,UCfDjDGY1chxXYrKYOEgx0bA,Art Track,,ARG991034996,196626308580,,Siete Lunas,,Magenta,no,2669,1.796292,0,0,0,1.796292,0.808936,0,0,0,0.808936
None,A237206480116964,Daniel Cardozo tomare para olvidar,,UChpFxnsr_t8vAqkmS9QcxSw,Music Video,rtdwxZ1Zt3M,,,,Los Charros,,,no,3148,1.694737,0,0,0,1.694737,0.763258,0,0,0,0.763258
None,A108318809443141,Lagrimas de Amor,,UCfDjDGY1chxXYrKYOEgx0bA,Art Track,,ARG991034993,196626308290,,Siete Lunas,,Magenta,no,3209,1.645617,0,0,0,1.645617,0.741051,0,0,0,0.741051
None,A825103385309451,Triste,,,Sound Recording,191018223397_ARG991022137_24242905,,191018223397,,,,,no,2339,1.848004,0,0,0,1.848004,0.739823,0,0,0,0.739823
None,A472206895865331,Rosa Púrpura,,,Sound Recording,195497420841_ARG991031855_32427094,,195497420841,,,,,no,23046,1.767877,0,0,0,1.767877,0.711091,0,0,0,0.711091
None,A476935720304718,Otra Noche en LA,,,Sound Recording,196626413420_ARG991035081,ARG991035081,196626413420,,La Groza,Otra Noche en LA,Magenta,no,3301,1.739568,0,0,0,1.739568,0.695897,0,0,0,0.695897
None,A577301055823799,Daniel Cardozo secretaria,,UChpFxnsr_t8vAqkmS9QcxSw,Music Video,7JQwLap3Ksc,,,,Los Charros,,,no,1178,1.503866,0,0,0,1.503866,0.677054,0,0,0,0.677054
None,A826871242434446,Y sin embargo te quiero,,UCVNp9iqJCyXGfmRh6YpA02w,Art Track,,ARG991035029,196626332288,,Dalila,,Magenta,no,4237,1.421849,0,0,0,1.421849,0.640575,0,0,0,0.640575
None,A651254262857886,Sueño encontrarme con vos,,UCKc4HgRam5ZeZdRWT8jQgeQ,Art Track,,ARG991034940,196626178480,,La Liga,,Magenta,no,4890,1.411254,0,0,0,1.411254,0.635659,0,0,0,0.635659
None,A991077484332706,Te Quiero Tanto (En Vivo),,,Sound Recording,196006513184_ARG991033048_34714105,,196006513184,,,,,no,20550,1.520487,0,0,0,1.520487,0.610795,0,0,0,0.610795
None,A256557877522511,Solo Contigo / Solterita /La Cabecita / El Negro / El Garronero / Borracha y Sin Bombacha,,UCZKH1cgGSClgfWT0R8V9vMw,Art Track,,ARG991035080,196626393074,,Banda Mix,,Magenta,no,2806,1.351011,0,0,0,1.351011,0.608554,0,0,0,0.608554
None,A912857623267931,Se llama Isabel,,UCsi4fWGSvAU2ePuq4HWPaeQ,Art Track,,ARG991034969,196626310644,,La Nueva Luna,,La Nueva Luna,no,3479,1.296036,0,0,0,1.296036,0.583765,0,0,0,0.583765
None,A506987263517670,My way,,,Sound Recording,885686371398_ARG991009529_3191477,,885686371398,,,,,no,1895,1.44501,0,0,0,1.44501,0.578082,0,0,0,0.578082
None,A575080977599372,Ella ya me olvido,,,Sound Recording,196626144140_ARG991034918,ARG991034918,196626144140,,El Tecla,El Regreso (Volumen 2),Magenta,no,8058,1.440631,0,0,0,1.440631,0.577653,0,0,0,0.577653
None,A685140491095031,A chillar a otra parte,,,Sound Recording,196626163615_ARG991034915,ARG991034915,196626163615,,El Tecla,El Regreso (Volumen 1),Magenta,no,9536,1.440631,0,0,0,1.440631,0.577653,0,0,0,0.577653
None,A186103845398354,Fiera inquieta (En Vivo),,,Sound Recording,196626166173_ARG991034955,ARG991034955,196626166173,,Dalila,Mi Vida (En Vivo),Magenta,no,5947,1.415941,0,0,0,1.415941,0.568087,0,0,0,0.568087
None,A893287043542696,Tu oportunidad (En Vivo),,,Sound Recording,196626166173_ARG991034956,ARG991034956,196626166173,,Dalila,Mi Vida (En Vivo),Magenta,no,5944,1.415941,0,0,0,1.415941,0.568087,0,0,0,0.568087
None,A731387627654638,Esa es mi mama linda,,,Sound Recording,ARG991033197,ARG991033197,,,Topo Gigio,Topo Gigio,Magenta,no,27645,1.389289,0,0,0,1.389289,0.55799,0,0,0,0.55799
None,A182503848234991,Pideme la luna (Intro fiestera Remix),,UCDjsAXhjvU4JsFrAWGwVGrg,Art Track,,ARG991035041,196626328144,,Repiola & DJ Celestino,,Magenta,no,3913,1.145894,0,0,0,1.145894,0.516066,0,0,0,0.516066
None,A531773427587931,La copa rota,,UCDjsAXhjvU4JsFrAWGwVGrg,Art Track,,ARG991034975,196626274892,,Repiola,,Magenta,no,3912,1.134047,0,0,0,1.134047,0.510862,0,0,0,0.510862
None,A310434558675405,El Avión,,,Sound Recording,191773301118_ARG990901241_25863929,,191773301118,,,,,no,600,1.205696,0,0,0,1.205696,0.482364,0,0,0,0.482364
None,A762092097770381,RePiola  La cobra,,UCkYO_0UQNfMkz_aY-g-M6Bg,Music Video,toKLILZrZyM,,,,repiola,,,no,762,1.024146,0,0,0,1.024146,0.461052,0,0,0,0.461052
None,A651448401080713,Re Piola Remix Dj Alex Repiola master hits,,UCkYO_0UQNfMkz_aY-g-M6Bg,Music Video,X2P82rzSr-s,,,,Repiola,,,no,1127,1.023399,0,0,0,1.023399,0.460742,0,0,0,0.460742
None,A187091098108903,Como duele perderte,,UCZKH1cgGSClgfWT0R8V9vMw,Art Track,,ARG991034960,196626262332,,Banda Mix,,Magenta,no,2214,1.013566,0,0,0,1.013566,0.456479,0,0,0,0.456479
None,A263246086242450,Lo que son las cosas,,UChtLdmRpe0NkHX0yNPPlFUg,Art Track,,ARG991035098,196626526748,,Dalila & La San Francisco,,Magenta,no,2387,0.992291,0,0,0,0.992291,0.446936,0,0,0,0.446936
None,A585349696824788,Al Son de Siete Lunas,,,Sound Recording,195497420841_ARG991031861_32427144,,195497420841,,,,,no,7892,1.088347,0,0,0,1.088347,0.436498,0,0,0,0.436498
None,A747372205610642,El tren de chocolate,,,Sound Recording,196292910278_ARG991033206,ARG991033206,196292910278,,Topo Gigio,El tren de chocolate,Magenta,no,13909,1.066113,0,0,0,1.066113,0.426969,0,0,0,0.426969
None,A693539193391669,No te veo,,UCdpdfx79wGAvMPOqqGGTYRQ,Art Track,,ARG991035078,196626426550,,La Fiesta,,Magenta,no,1967,0.924062,0,0,0,0.924062,0.416262,0,0,0,0.416262
None,A166585652428921,Repiola mix fiestero Dj Pechito remix,,UCkYO_0UQNfMkz_aY-g-M6Bg,Music Video,9HfRXUHWixQ,,,,repiola,,,no,793,0.900393,0,0,0,0.900393,0.405377,0,0,0,0.405377
None,A892264815117883,La tengo que olvidar,Music Video,UCAKInMJc6MOUJigFGHeMluw,Music Video,ARG991035090,,,,Jambao,,Magenta,no,1259,0.871122,0,0,0,0.871122,0.391768,0,0,0,0.391768
None,A716649004337959,LOS CHARROS AMORES COMO EL NUESTRO,,UChpFxnsr_t8vAqkmS9QcxSw,Music Video,8LpMVEvRlXw,,,,Los Charros Amores como el nuestro,,,no,2078,0.861274,0,0,0,0.861274,0.387983,0,0,0,0.387983
None,A810741944781298,Voy a enloquecer,,UCsi4fWGSvAU2ePuq4HWPaeQ,Art Track,,ARG991034971,196626310644,,La Nueva Luna,,La Nueva Luna,no,2602,0.845805,0,0,0,0.845805,0.380994,0,0,0,0.380994
None,A729163948875420,Dime Que Si,,UCfDjDGY1chxXYrKYOEgx0bA,Art Track,,ARG991034995,196626308528,,Siete Lunas,,Magenta,no,1402,0.843699,0,0,0,0.843699,0.38002,0,0,0,0.38002
None,A113345704571814,Ojala,,UCdpdfx79wGAvMPOqqGGTYRQ,Art Track,,ARG991035077,196626427663,,La Fiesta,,Magenta,no,1581,0.781026,0,0,0,0.781026,0.351796,0,0,0,0.351796
None,A744042912886513,Dime Que Si,,,Sound Recording,196626308528_ARG991034995,ARG991034995,196626308528,,Siete Lunas,Dime Que Si,Magenta,no,3254,0.837627,0,0,0,0.837627,0.335695,0,0,0,0.335695
None,A203630096574901,Atrevete,,UCfDjDGY1chxXYrKYOEgx0bA,Art Track,,ARG991034994,196626289452,,Siete Lunas,,Magenta,no,1938,0.720411,0,0,0,0.720411,0.324548,0,0,0,0.324548
None,A800326110750408,La cumparsita,,UCl1fdv2VyZLUAzzfdb19KWw,Art Track,,ARG991035045,196626369376,,Topo Gigio,,Magenta,no,2763,0.682329,0,0,0,0.682329,0.307353,0,0,0,0.307353
None,A178567695765001,Concavo y convexo (En Vivo),,,Sound Recording,196626166173_ARG991034958,ARG991034958,196626166173,,Dalila,Mi Vida (En Vivo),Magenta,no,2437,0.756345,0,0,0,0.756345,0.30323,0,0,0,0.30323
None,A394585885931475,Tarde de verano,,UCsi4fWGSvAU2ePuq4HWPaeQ,Art Track,,ARG991034970,196626310644,,La Nueva Luna,,La Nueva Luna,no,3536,0.654265,0,0,0,0.654265,0.294751,0,0,0,0.294751
None,A742690288214140,Unchained Melody,,,Sound Recording,885686371398_ARG991009523_3191471,,885686371398,,,,,no,600,0.732624,0,0,0,0.732624,0.293114,0,0,0,0.293114
None,A506016425035743,Repiola 👉 La Copa Rota ❌ Y Volvere ❌ Tu te creias de la alta ❌ Maldita y Mentirosa 🔥 Cumbia 2022,,UCkYO_0UQNfMkz_aY-g-M6Bg,Music Video,S8IKLSKHNdI,,,,Repiola,,Magenta Discos,no,780,0.640438,0,0,0,0.640438,0.28837,0,0,0,0.28837
None,A882084751402920,Hasta mañana que descansen bien,,UCl1fdv2VyZLUAzzfdb19KWw,Art Track,,ARG991033193,196292882810,,Topo Gigio,,Magenta,no,3004,0.592215,0,0,0,0.592215,0.266791,0,0,0,0.266791
None,A683252587829563,El Gordo Luis - Amarte a la antigua │ EN VIVO RECUERDO,,UCAKInMJc6MOUJigFGHeMluw,Music Video,tY7DFQvqL5g,,,,El Gordo Luis,,,no,739,0.585122,0,0,0,0.585122,0.263506,0,0,0,0.263506
None,A649426090364745,En el Bosque de la China,,,Sound Recording,ARG991033199,ARG991033199,,,Topo Gigio,Topo Gigio,Magenta,no,25122,0.550476,0,0,0,0.550476,0.220272,0,0,0,0.220272
None,A821444748498011,Supermerk2 - La lata │ VIVO CUMBIA KONEX,,UCpsh-raymPreLKoH_O0UvFw,Music Video,tJl_5_IJYss,,,,Supermerk2,,,no,779,0.489191,0,0,0,0.489191,0.220231,0,0,0,0.220231
None,A562659643642844,Tu (Acústico),,,Sound Recording,196626363534_ARG991035043,ARG991035043,196626363534,,Brian Lanzelotta,Tu (Acústico),Magenta,no,4272,0.517003,0,0,0,0.517003,0.206855,0,0,0,0.206855
None,A744403654555813,A chillar a otra parte,,UC1EXSNPlRzRFdBhnmxco2ug,Art Track,,ARG991034915,196626163615,,El Tecla,,Magenta,no,1545,0.455956,0,0,0,0.455956,0.205407,0,0,0,0.205407
None,A272789055177782,El Mamut,,,Sound Recording,191018223397_ARG991022138_24242906,,191018223397,,,,,no,56,0.510776,0,0,0,0.510776,0.204321,0,0,0,0.204321
None,A836464953040155,Pa tra rkt,,UCwZJvlCZUL0s5uu5LZp2u3A,Art Track,,ARG991034974,196626282378,,El Jarra,,Magenta,no,1398,0.451508,0,0,0,0.451508,0.203364,0,0,0,0.203364
None,A718626508876888,Te mentiria,,UCOlbjx3hKT7IsQNRLyVoooA,Art Track,,ARG991034964,196626282774,,La 17 de Santa Fe,,Magenta,no,710,0.436129,0,0,0,0.436129,0.196419,0,0,0,0.196419
None,A103431740506472,Solo Soy / Es Mi Mujer,,,Sound Recording,196626375629_ARG991035042,ARG991035042,196626375629,,Claudio Toledo & Marcos Bainotti,Solo Soy / Es Mi Mujer,Magenta,no,2780,0.474799,0,0,0,0.474799,0.189984,0,0,0,0.189984
None,A372264084794323,Añoranza,,,Sound Recording,196626214683_ARG991034998,ARG991034998,196626214683,,Siete Lunas,Añoranza,Magenta,no,2785,0.458498,0,0,0,0.458498,0.183974,0,0,0,0.183974
None,A412366363071945,,,UCpsh-raymPreLKoH_O0UvFw,Music Video,,,,,Supermerk2,,Magenta,no,400,0.407675,0,0,0,0.407675,0.183492,0,0,0,0.183492
None,A648572669706850,Los Charros Vs Daniel Cardozo Enganchado 2022  exitos y clasicos,,UChpFxnsr_t8vAqkmS9QcxSw,Music Video,xZNALvtlGRc,,,,Los Charros Vs Daniel Cardozo Enganchado 2022  exitos y clasicos,,,no,171,0.406464,0,0,0,0.406464,0.182968,0,0,0,0.182968
None,A309371332750484,La Gorda,,,Sound Recording,191018223397_ARG991022132_24242900,,191018223397,,,,,no,223,0.420956,0,0,0,0.420956,0.168407,0,0,0,0.168407
None,A813136822035538,Tarde de verano,,,Sound Recording,196626310644_ARG991034970,ARG991034970,196626310644,,La Nueva Luna,Ineditos,La Nueva Luna,no,1256,0.419528,0,0,0,0.419528,0.168084,0,0,0,0.168084
None,A648432051694248,Y volveré,,UCDjsAXhjvU4JsFrAWGwVGrg,Art Track,,ARG991034976,196626274892,,Repiola,,Magenta,no,1677,0.354515,0,0,0,0.354515,0.159691,0,0,0,0.159691
None,A927121168963578,QUE NOS ENTIERREN JUNTOS &  AMORES COMO EL NUESTRO,,UChpFxnsr_t8vAqkmS9QcxSw,Music Video,FF7-XO6CbdQ,,,,LOS CHARROS,,,no,267,0.343238,0,0,0,0.343238,0.154502,0,0,0,0.154502
None,A997358186620017,Los Charros Vs Grupo Karicia,,UChpFxnsr_t8vAqkmS9QcxSw,Music Video,ubtfjNHO0K8,,,,Los Charros,,,no,795,0.330671,0,0,0,0.330671,0.148943,0,0,0,0.148943
None,A204115969979116,Si tu amor no vuelve / Corazón de acero,,UC0d7HNGNw0gmTyQcLysSPDQ,Art Track,,ARG991035030,196626374790,,Sound de Barrio,,Magenta,no,1102,0.327199,0,0,0,0.327199,0.147412,0,0,0,0.147412
None,A319914763058866,La inconforme,,,Sound Recording,196626287021_ARG991035022,ARG991035022,196626287021,,Supermerk2,La inconforme,Magenta,no,946,0.360863,0,0,0,0.360863,0.144365,0,0,0,0.144365
None,A544332266400720,El Gordo Luis - No lo beses│ EN VIVO RECUERDO,,UCAKInMJc6MOUJigFGHeMluw,Music Video,wBVQRaXCUJY,,,,El Gordo Luis,,Magenta ,no,473,0.314272,0,0,0,0.314272,0.141533,0,0,0,0.141533
None,A710518556686319,Descalza en la Arena,,,Sound Recording,196006065744_ARG991032377_34431163,,196006065744,,,,,no,3225,0.34752,0,0,0,0.34752,0.139161,0,0,0,0.139161
None,A142690228190381,Ni te imaginas,,UCOlbjx3hKT7IsQNRLyVoooA,Art Track,,ARG991034965,196626282774,,La 17 de Santa Fe,,Magenta,no,746,0.30542,0,0,0,0.30542,0.137586,0,0,0,0.137586
None,A363841981340367,El Galpon,,,Sound Recording,196626310644_ARG991034967,ARG991034967,196626310644,,La Nueva Luna,Ineditos,La Nueva Luna,no,902,0.337236,0,0,0,0.337236,0.135118,0,0,0,0.135118
None,A402286414709522,Todos los Pibes,,,Sound Recording,191018223397_ARG991022135_24242903,,191018223397,,,,,no,251,0.336351,0,0,0,0.336351,0.134595,0,0,0,0.134595
None,A535818192238142,No Controles Mis Quesitos,,UCl1fdv2VyZLUAzzfdb19KWw,Art Track,,ARG991033201,196292882810,,Topo Gigio,,Magenta,no,1230,0.284409,0,0,0,0.284409,0.128085,0,0,0,0.128085
None,A371297446938657,Se llama Isabel,,,Sound Recording,196626310644_ARG991034969,ARG991034969,196626310644,,La Nueva Luna,Ineditos,La Nueva Luna,no,945,0.317754,0,0,0,0.317754,0.127323,0,0,0,0.127323
None,A340728327587614,Como te lo digo / Tonta (Live Session),,,Sound Recording,196626307767_ARG991035024,ARG991035024,196626307767,,Commanche,Como te lo digo / Tonta (Live Session),Magenta,no,1282,0.307281,0,0,0,0.307281,0.123026,0,0,0,0.123026
None,A941027743226152,La Jarra Colombiana,,,Sound Recording,192562751725_ARG991026185_28067857,,192562751725,,,,,no,2892,0.28371,0,0,0,0.28371,0.11356,0,0,0,0.11356
None,A664217876469460,Toma leche,,UCl1fdv2VyZLUAzzfdb19KWw,Art Track,,ARG991035060,196626369376,,Topo Gigio,,Magenta,no,1087,0.245603,0,0,0,0.245603,0.110602,0,0,0,0.110602
None,A148343799945054,Esa es mi mamita linda,,,Sound Recording,196626369376_ARG991035049,ARG991035049,196626369376,,Topo Gigio,Topo Gigio,Magenta,no,7503,0.273785,0,0,0,0.273785,0.109581,0,0,0,0.109581
None,A147443146589137,Cuento Corderitos,,UCl1fdv2VyZLUAzzfdb19KWw,Art Track,,ARG991033195,196292882810,,Topo Gigio,,Magenta,no,943,0.232802,0,0,0,0.232802,0.104857,0,0,0,0.104857
None,A403294016029135,Esa es mi mamita linda,,UCl1fdv2VyZLUAzzfdb19KWw,Art Track,,ARG991035049,196626369376,,Topo Gigio,,Magenta,no,2020,0.22503,0,0,0,0.22503,0.101361,0,0,0,0.101361
None,A357544633218781,La Magia del Deseo,,,Sound Recording,196626310644_ARG991034968,ARG991034968,196626310644,,La Nueva Luna,Ineditos,La Nueva Luna,no,768,0.251142,0,0,0,0.251142,0.100654,0,0,0,0.100654
